"Entrez.Gene.IDA"	"Symbol.A"	"Entrez.Gene.IDB"	"Symbol.B"
"386675"	"KRTAP10-7"	"386676"	"KRTAP10-9"
"386675"	"KRTAP10-7"	"386680"	"KRTAP10-5"
"386675"	"KRTAP10-7"	"386681"	"KRTAP10-8"
"386675"	"KRTAP10-7"	"386682"	"KRTAP10-3"
"386675"	"KRTAP10-7"	"388677"	"NOTCH2NL"
"386675"	"KRTAP10-7"	"389741"	"GLIDR"
"386675"	"KRTAP10-7"	"390535"	"GOLGA8EP"
"386675"	"KRTAP10-7"	"401288"	"LINC00242"
"386675"	"KRTAP10-7"	"401508"	"FAM74A4"
"386675"	"KRTAP10-7"	"440023"	"KRTAP5-6"
"386675"	"KRTAP10-7"	"100131997"	"FAM27E3"
"386676"	"KRTAP10-9"	"386676"	"KRTAP10-9"
"386676"	"KRTAP10-9"	"386681"	"KRTAP10-8"
"386676"	"KRTAP10-9"	"386682"	"KRTAP10-3"
"386676"	"KRTAP10-9"	"388677"	"NOTCH2NL"
"386676"	"KRTAP10-9"	"388818"	"KRTAP26-1"
"386676"	"KRTAP10-9"	"389741"	"GLIDR"
"386676"	"KRTAP10-9"	"399947"	"C11orf87"
"386676"	"KRTAP10-9"	"401508"	"FAM74A4"
"386676"	"KRTAP10-9"	"414157"	"C10orf62"
"386676"	"KRTAP10-9"	"440023"	"KRTAP5-6"
"386676"	"KRTAP10-9"	"494514"	"TYMSOS"
"386676"	"KRTAP10-9"	"653240"	"KRTAP4-11"
"386677"	"KRTAP10-1"	"386677"	"KRTAP10-1"
"386677"	"KRTAP10-1"	"386682"	"KRTAP10-3"
"386677"	"KRTAP10-1"	"388677"	"NOTCH2NL"
"386677"	"KRTAP10-1"	"388818"	"KRTAP26-1"
"386677"	"KRTAP10-1"	"440023"	"KRTAP5-6"
"386678"	"KRTAP10-11"	"388677"	"NOTCH2NL"
"386680"	"KRTAP10-5"	"386680"	"KRTAP10-5"
"386680"	"KRTAP10-5"	"386682"	"KRTAP10-3"
"386680"	"KRTAP10-5"	"388677"	"NOTCH2NL"
"386680"	"KRTAP10-5"	"388818"	"KRTAP26-1"
"386680"	"KRTAP10-5"	"389741"	"GLIDR"
"386680"	"KRTAP10-5"	"390535"	"GOLGA8EP"
"386680"	"KRTAP10-5"	"399947"	"C11orf87"
"386680"	"KRTAP10-5"	"401508"	"FAM74A4"
"386680"	"KRTAP10-5"	"440023"	"KRTAP5-6"
"386680"	"KRTAP10-5"	"494514"	"TYMSOS"
"386681"	"KRTAP10-8"	"386681"	"KRTAP10-8"
"386681"	"KRTAP10-8"	"386682"	"KRTAP10-3"
"386681"	"KRTAP10-8"	"388677"	"NOTCH2NL"
"386681"	"KRTAP10-8"	"389741"	"GLIDR"
"386681"	"KRTAP10-8"	"390535"	"GOLGA8EP"
"386681"	"KRTAP10-8"	"399947"	"C11orf87"
"386681"	"KRTAP10-8"	"401508"	"FAM74A4"
"386681"	"KRTAP10-8"	"440023"	"KRTAP5-6"
"386681"	"KRTAP10-8"	"494514"	"TYMSOS"
"386681"	"KRTAP10-8"	"653240"	"KRTAP4-11"
"386681"	"KRTAP10-8"	"100131997"	"FAM27E3"
"386682"	"KRTAP10-3"	"386682"	"KRTAP10-3"
"386682"	"KRTAP10-3"	"388677"	"NOTCH2NL"
"386682"	"KRTAP10-3"	"388818"	"KRTAP26-1"
"386682"	"KRTAP10-3"	"389741"	"GLIDR"
"386682"	"KRTAP10-3"	"390535"	"GOLGA8EP"
"386682"	"KRTAP10-3"	"399761"	"BMS1P5"
"386682"	"KRTAP10-3"	"401508"	"FAM74A4"
"386682"	"KRTAP10-3"	"414157"	"C10orf62"
"386682"	"KRTAP10-3"	"440023"	"KRTAP5-6"
"386682"	"KRTAP10-3"	"441208"	"ZNRF2P1"
"386682"	"KRTAP10-3"	"494514"	"TYMSOS"
"386682"	"KRTAP10-3"	"653240"	"KRTAP4-11"
"386682"	"KRTAP10-3"	"100131997"	"FAM27E3"
"386684"	"KRTAP12-4"	"388677"	"NOTCH2NL"
"387032"	"ZKSCAN4"	"387032"	"ZKSCAN4"
"388677"	"NOTCH2NL"	"388818"	"KRTAP26-1"
"388677"	"NOTCH2NL"	"399947"	"C11orf87"
"388677"	"NOTCH2NL"	"401508"	"FAM74A4"
"388677"	"NOTCH2NL"	"440023"	"KRTAP5-6"
"388677"	"NOTCH2NL"	"653240"	"KRTAP4-11"
"388818"	"KRTAP26-1"	"388818"	"KRTAP26-1"
"388818"	"KRTAP26-1"	"440023"	"KRTAP5-6"
"391257"	"SUMO1P1"	"391257"	"SUMO1P1"
"441212"	"RP9P"	"441212"	"RP9P"
"652968"	"GATSL3"	"652968"	"GATSL3"
"653121"	"ZBTB8A"	"653121"	"ZBTB8A"
"653316"	"FAM153C"	"100288778"	"LOC100288778"
"4790"	"NFKB1"	"79155"	"TNIP2"
"7879"	"RAB7A"	"83547"	"RILP"
"3932"	"LCK"	"80306"	"MED28"
"53840"	"TRIM34"	"85363"	"TRIM5"
"5705"	"PSMC5"	"8856"	"NR1I2"
"10083"	"USH1C"	"64072"	"CDH23"
"8440"	"NCK2"	"57142"	"RTN4"
"1739"	"DLG1"	"9229"	"DLGAP1"
"3178"	"HNRNPA1"	"4792"	"NFKBIA"
"5159"	"PDGFRB"	"9368"	"SLC9A3R1"
"5890"	"RAD51B"	"128312"	"HIST3H2BB"
"1020"	"CDK5"	"5468"	"PPARG"
"5335"	"PLCG1"	"27040"	"LAT"
"7490"	"WT1"	"9391"	"CIAO1"
"10254"	"STAM2"	"26994"	"RNF11"
"5468"	"PPARG"	"8031"	"NCOA4"
"4086"	"SMAD1"	"4086"	"SMAD1"
"1855"	"DVL1"	"5684"	"PSMA3"
"641"	"BLM"	"4292"	"MLH1"
"432"	"ASGR1"	"29956"	"CERS2"
"4850"	"CNOT4"	"7324"	"UBE2E1"
"468"	"ATF4"	"112399"	"EGLN3"
"4502"	"MT2A"	"25898"	"RCHY1"
"6714"	"SRC"	"8856"	"NR1I2"
"11155"	"LDB3"	"58529"	"MYOZ1"
"5702"	"PSMC3"	"7428"	"VHL"
"7138"	"TNNT1"	"84676"	"TRIM63"
"324"	"APC"	"1741"	"DLG3"
"2252"	"FGF7"	"2263"	"FGFR2"
"3725"	"JUN"	"22924"	"MAPRE3"
"7054"	"TH"	"7534"	"YWHAZ"
"2176"	"FANCC"	"3312"	"HSPA8"
"6729"	"SRP54"	"6729"	"SRP54"
"7186"	"TRAF2"	"7187"	"TRAF3"
"4628"	"MYH10"	"5087"	"PBX1"
"716"	"C1S"	"716"	"C1S"
"2113"	"ETS1"	"3725"	"JUN"
"3981"	"LIG4"	"7158"	"TP53BP1"
"9815"	"GIT2"	"10318"	"TNIP1"
"558"	"AXL"	"2621"	"GAS6"
"2120"	"ETV6"	"2885"	"GRB2"
"4771"	"NF2"	"6895"	"TARBP2"
"8777"	"MPDZ"	"144125"	"OR2AG1"
"1432"	"MAPK14"	"1852"	"DUSP9"
"1956"	"EGFR"	"5795"	"PTPRJ"
"3182"	"HNRNPAB"	"8626"	"TP63"
"5425"	"POLD2"	"253980"	"KCTD13"
"2023"	"ENO1"	"7534"	"YWHAZ"
"2065"	"ERBB3"	"2886"	"GRB7"
"7494"	"XBP1"	"58487"	"CREBZF"
"351"	"APP"	"3028"	"HSD17B10"
"367"	"AR"	"2308"	"FOXO1"
"2965"	"GTF2H1"	"10661"	"KLF1"
"1616"	"DAXX"	"2113"	"ETS1"
"4929"	"NR4A2"	"5915"	"RARB"
"6789"	"STK4"	"11186"	"RASSF1"
"613"	"BCR"	"2885"	"GRB2"
"4200"	"ME2"	"4200"	"ME2"
"8291"	"DYSF"	"8527"	"DGKD"
"5563"	"PRKAA2"	"5717"	"PSMD11"
"4793"	"NFKBIB"	"6256"	"RXRA"
"8766"	"RAB11A"	"80223"	"RAB11FIP1"
"23011"	"RAB21"	"27342"	"RABGEF1"
"1613"	"DAPK3"	"5074"	"PAWR"
"572"	"BAD"	"2810"	"SFN"
"2318"	"FLNC"	"3751"	"KCND2"
"9322"	"TRIP10"	"23433"	"RHOQ"
"573"	"BAG1"	"5925"	"RB1"
"5867"	"RAB4A"	"9135"	"RABEP1"
"2549"	"GAB1"	"9402"	"GRAP2"
"5936"	"RBM4"	"8900"	"CCNA1"
"3611"	"ILK"	"22950"	"SLC4A1AP"
"4790"	"NFKB1"	"7295"	"TXN"
"4103"	"MAGEA4"	"7709"	"ZBTB17"
"3320"	"HSP90AA1"	"10598"	"AHSA1"
"4734"	"NEDD4"	"7322"	"UBE2D2"
"10951"	"CBX1"	"56946"	"C11orf30"
"4438"	"MSH4"	"7411"	"VBP1"
"4217"	"MAP3K5"	"5536"	"PPP5C"
"641"	"BLM"	"6117"	"RPA1"
"7874"	"USP7"	"7874"	"USP7"
"5788"	"PTPRC"	"115426"	"UHRF2"
"5700"	"PSMC1"	"6314"	"ATXN7"
"773"	"CACNA1A"	"2896"	"GRN"
"4193"	"MDM2"	"6233"	"RPS27A"
"26986"	"PABPC1"	"51433"	"ANAPC5"
"8900"	"CCNA1"	"196528"	"ARID2"
"6929"	"TCF3"	"7329"	"UBE2I"
"1051"	"CEBPB"	"1649"	"DDIT3"
"28996"	"HIPK2"	"57659"	"ZBTB4"
"2274"	"FHL2"	"3679"	"ITGA7"
"2896"	"GRN"	"57761"	"TRIB3"
"2316"	"FLNA"	"9133"	"CCNB2"
"5218"	"CDK14"	"10971"	"YWHAQ"
"355"	"FAS"	"7329"	"UBE2I"
"6456"	"SH3GL2"	"8867"	"SYNJ1"
"493"	"ATP2B4"	"11186"	"RASSF1"
"6310"	"ATXN1"	"59349"	"KLHL12"
"8350"	"HIST1H3A"	"23408"	"SIRT5"
"3725"	"JUN"	"4087"	"SMAD2"
"1642"	"DDB1"	"1643"	"DDB2"
"2280"	"FKBP1A"	"2280"	"FKBP1A"
"2033"	"EP300"	"23426"	"GRIP1"
"5810"	"RAD1"	"10987"	"COPS5"
"4868"	"NPHS1"	"8826"	"IQGAP1"
"3725"	"JUN"	"10538"	"BATF"
"6310"	"ATXN1"	"11338"	"U2AF2"
"8350"	"HIST1H3A"	"23476"	"BRD4"
"4852"	"NPY"	"29979"	"UBQLN1"
"5127"	"CDK16"	"7534"	"YWHAZ"
"3611"	"ILK"	"171024"	"SYNPO2"
"8648"	"NCOA1"	"10521"	"DDX17"
"5133"	"PDCD1"	"29126"	"CD274"
"988"	"CDC5L"	"5356"	"PLRG1"
"3265"	"HRAS"	"8036"	"SHOC2"
"3191"	"HNRNPL"	"3191"	"HNRNPL"
"9967"	"THRAP3"	"140890"	"SREK1"
"57692"	"MAGEE1"	"57692"	"MAGEE1"
"28996"	"HIPK2"	"51701"	"NLK"
"4171"	"MCM2"	"4174"	"MCM5"
"3275"	"PRMT2"	"11100"	"HNRNPUL1"
"9146"	"HGS"	"25852"	"ARMC8"
"81"	"ACTN4"	"10612"	"TRIM3"
"7329"	"UBE2I"	"10401"	"PIAS3"
"2113"	"ETS1"	"51742"	"ARID4B"
"11157"	"LSM6"	"51690"	"LSM7"
"7134"	"TNNC1"	"84676"	"TRIM63"
"2932"	"GSK3B"	"161882"	"ZFPM1"
"3561"	"IL2RG"	"3565"	"IL4"
"7187"	"TRAF3"	"8784"	"TNFRSF18"
"8648"	"NCOA1"	"9325"	"TRIP4"
"672"	"BRCA1"	"1460"	"CSNK2B"
"389"	"RHOC"	"84708"	"LNX1"
"914"	"CD2"	"9051"	"PSTPIP1"
"4801"	"NFYB"	"4802"	"NFYC"
"2057"	"EPOR"	"3635"	"INPP5D"
"51176"	"LEF1"	"51588"	"PIAS4"
"2353"	"FOS"	"4088"	"SMAD3"
"5980"	"REV3L"	"10459"	"MAD2L2"
"23016"	"EXOSC7"	"51013"	"EXOSC1"
"673"	"BRAF"	"10971"	"YWHAQ"
"3676"	"ITGA4"	"3695"	"ITGB7"
"3055"	"HCK"	"6654"	"SOS1"
"984"	"CDK11B"	"5058"	"PAK1"
"6118"	"RPA2"	"6774"	"STAT3"
"355"	"FAS"	"8772"	"FADD"
"8517"	"IKBKG"	"28989"	"NTMT1"
"4089"	"SMAD4"	"10273"	"STUB1"
"4088"	"SMAD3"	"4739"	"NEDD9"
"5567"	"PRKACB"	"6194"	"RPS6"
"84148"	"KAT8"	"339287"	"MSL1"
"5819"	"PVRL2"	"5819"	"PVRL2"
"2885"	"GRB2"	"26191"	"PTPN22"
"4218"	"RAB8A"	"117177"	"RAB3IP"
"598"	"BCL2L1"	"149428"	"BNIPL"
"4850"	"CNOT4"	"23019"	"CNOT1"
"2885"	"GRB2"	"9931"	"HELZ"
"2908"	"NR3C1"	"10048"	"RANBP9"
"1387"	"CREBBP"	"2547"	"XRCC6"
"9402"	"GRAP2"	"25930"	"PTPN23"
"4087"	"SMAD2"	"7311"	"UBA52"
"1453"	"CSNK1D"	"1855"	"DVL1"
"2885"	"GRB2"	"10262"	"SF3B4"
"5925"	"RB1"	"10131"	"TRAP1"
"9402"	"GRAP2"	"11184"	"MAP4K1"
"2175"	"FANCA"	"2189"	"FANCG"
"7763"	"ZFAND5"	"9861"	"PSMD6"
"11073"	"TOPBP1"	"90381"	"TICRR"
"5034"	"P4HB"	"29979"	"UBQLN1"
"5576"	"PRKAR2A"	"10981"	"RAB32"
"29899"	"GPSM2"	"29899"	"GPSM2"
"7322"	"UBE2D2"	"11074"	"TRIM31"
"1407"	"CRY1"	"8864"	"PER2"
"377"	"ARF3"	"9493"	"KIF23"
"23020"	"SNRNP200"	"23020"	"SNRNP200"
"3224"	"HOXC8"	"4086"	"SMAD1"
"585"	"BBS4"	"10211"	"FLOT1"
"267"	"AMFR"	"9656"	"MDC1"
"1871"	"E2F3"	"3054"	"HCFC1"
"666"	"BOK"	"4170"	"MCL1"
"2260"	"FGFR1"	"6195"	"RPS6KA1"
"3791"	"KDR"	"23291"	"FBXW11"
"25"	"ABL1"	"1398"	"CRK"
"51177"	"PLEKHO1"	"51177"	"PLEKHO1"
"7189"	"TRAF6"	"7322"	"UBE2D2"
"4609"	"MYC"	"10985"	"GCN1L1"
"2067"	"ERCC1"	"2189"	"FANCG"
"983"	"CDK1"	"115426"	"UHRF2"
"10960"	"LMAN2"	"23400"	"ATP13A2"
"3192"	"HNRNPU"	"140890"	"SREK1"
"7376"	"NR1H2"	"23054"	"NCOA6"
"6338"	"SCNN1B"	"27230"	"SERP1"
"3956"	"LGALS1"	"50628"	"GEMIN4"
"177"	"AGER"	"7276"	"TTR"
"320"	"APBA1"	"320"	"APBA1"
"1984"	"EIF5A"	"6125"	"RPL5"
"51634"	"RBMX2"	"84811"	"BUD13"
"25804"	"LSM4"	"51690"	"LSM7"
"4149"	"MAX"	"79753"	"SNIP1"
"8771"	"TNFRSF6B"	"9966"	"TNFSF15"
"2521"	"FUS"	"3842"	"TNPO1"
"23139"	"MAST2"	"54825"	"CDHR2"
"369"	"ARAF"	"10469"	"TIMM44"
"2068"	"ERCC2"	"7157"	"TP53"
"2919"	"CXCL1"	"2919"	"CXCL1"
"2547"	"XRCC6"	"3064"	"HTT"
"7098"	"TLR3"	"148022"	"TICAM1"
"207"	"AKT1"	"171023"	"ASXL1"
"5432"	"POLR2C"	"54535"	"CCHCR1"
"378"	"ARF4"	"1956"	"EGFR"
"1387"	"CREBBP"	"3172"	"HNF4A"
"1523"	"CUX1"	"5925"	"RB1"
"3581"	"IL9R"	"7534"	"YWHAZ"
"2690"	"GHR"	"5794"	"PTPRH"
"5423"	"POLB"	"11284"	"PNKP"
"1385"	"CREB1"	"7528"	"YY1"
"7375"	"USP4"	"8315"	"BRAP"
"1457"	"CSNK2A1"	"8894"	"EIF2S2"
"2274"	"FHL2"	"3692"	"EIF6"
"4193"	"MDM2"	"9349"	"RPL23"
"4298"	"MLLT1"	"8028"	"MLLT10"
"3683"	"ITGAL"	"5788"	"PTPRC"
"4867"	"NPHP1"	"80306"	"MED28"
"25"	"ABL1"	"6714"	"SRC"
"7322"	"UBE2D2"	"79594"	"MUL1"
"396"	"ARHGDIA"	"399"	"RHOH"
"5093"	"PCBP1"	"26986"	"PABPC1"
"1459"	"CSNK2A2"	"3800"	"KIF5C"
"1062"	"CENPE"	"2175"	"FANCA"
"6256"	"RXRA"	"10499"	"NCOA2"
"7223"	"TRPC4"	"7224"	"TRPC5"
"571"	"BACH1"	"571"	"BACH1"
"958"	"CD40"	"7188"	"TRAF5"
"8856"	"NR1I2"	"9612"	"NCOR2"
"1813"	"DRD2"	"2036"	"EPB41L1"
"1869"	"E2F1"	"11073"	"TOPBP1"
"2783"	"GNB2"	"2788"	"GNG7"
"10403"	"NDC80"	"57082"	"CASC5"
"3156"	"HMGCR"	"90627"	"STARD13"
"672"	"BRCA1"	"7323"	"UBE2D3"
"1814"	"DRD3"	"10755"	"GIPC1"
"2547"	"XRCC6"	"8900"	"CCNA1"
"1105"	"CHD1"	"6749"	"SSRP1"
"351"	"APP"	"2353"	"FOS"
"1436"	"CSF1R"	"5295"	"PIK3R1"
"2296"	"FOXC1"	"5087"	"PBX1"
"6477"	"SIAH1"	"57630"	"SH3RF1"
"3593"	"IL12B"	"51561"	"IL23A"
"4791"	"NFKB2"	"4791"	"NFKB2"
"4594"	"MUT"	"4594"	"MUT"
"7334"	"UBE2N"	"90678"	"LRSAM1"
"27095"	"TRAPPC3"	"58485"	"TRAPPC1"
"4943"	"TBC1D25"	"81631"	"MAP1LC3B"
"1915"	"EEF1A1"	"10912"	"GADD45G"
"5515"	"PPP2CA"	"84634"	"KISS1R"
"7273"	"TTN"	"200539"	"ANKRD23"
"1495"	"CTNNA1"	"1495"	"CTNNA1"
"4804"	"NGFR"	"9500"	"MAGED1"
"7334"	"UBE2N"	"7335"	"UBE2V1"
"1675"	"CFD"	"1675"	"CFD"
"5900"	"RALGDS"	"6237"	"RRAS"
"4609"	"MYC"	"7022"	"TFAP2C"
"3054"	"HCFC1"	"5134"	"PDCD2"
"8065"	"CUL5"	"140462"	"ASB9"
"2534"	"FYN"	"5747"	"PTK2"
"6854"	"SYN2"	"8224"	"SYN3"
"4208"	"MEF2C"	"6667"	"SP1"
"6490"	"PMEL"	"6490"	"PMEL"
"7031"	"TFF1"	"79908"	"BTNL8"
"6256"	"RXRA"	"8648"	"NCOA1"
"1739"	"DLG1"	"93643"	"TJAP1"
"7332"	"UBE2L3"	"9781"	"RNF144A"
"1936"	"EEF1D"	"57584"	"ARHGAP21"
"3832"	"KIF11"	"3832"	"KIF11"
"3303"	"HSPA1A"	"10963"	"STIP1"
"84464"	"SLX4"	"128710"	"SLX4IP"
"8867"	"SYNJ1"	"51429"	"SNX9"
"1062"	"CENPE"	"1062"	"CENPE"
"81559"	"TRIM11"	"100462977"	"MTRNR2L1"
"4000"	"LMNA"	"7112"	"TMPO"
"5867"	"RAB4A"	"80223"	"RAB11FIP1"
"1785"	"DNM2"	"6714"	"SRC"
"11276"	"SYNRG"	"26088"	"GGA1"
"7188"	"TRAF5"	"57506"	"MAVS"
"3663"	"IRF5"	"4615"	"MYD88"
"4942"	"OAT"	"4942"	"OAT"
"3856"	"KRT8"	"8517"	"IKBKG"
"2893"	"GRIA4"	"6386"	"SDCBP"
"6810"	"STX4"	"134957"	"STXBP5"
"4170"	"MCL1"	"10018"	"BCL2L11"
"6872"	"TAF1"	"6908"	"TBP"
"1398"	"CRK"	"2060"	"EPS15"
"27242"	"TNFRSF21"	"64324"	"NSD1"
"5074"	"PAWR"	"5584"	"PRKCI"
"1308"	"COL17A1"	"1500"	"CTNND1"
"2114"	"ETS2"	"8558"	"CDK10"
"7324"	"UBE2E1"	"22888"	"UBOX5"
"10605"	"PAIP1"	"26986"	"PABPC1"
"207"	"AKT1"	"5493"	"PPL"
"705"	"BYSL"	"10024"	"TROAP"
"4092"	"SMAD7"	"51588"	"PIAS4"
"5868"	"RAB5A"	"5868"	"RAB5A"
"267"	"AMFR"	"7334"	"UBE2N"
"5499"	"PPP1CA"	"220004"	"PPP1R32"
"403"	"ARL3"	"9094"	"UNC119"
"4086"	"SMAD1"	"4739"	"NEDD9"
"10093"	"ARPC4"	"10096"	"ACTR3"
"4436"	"MSH2"	"4437"	"MSH3"
"1499"	"CTNNB1"	"6925"	"TCF4"
"5987"	"TRIM27"	"7334"	"UBE2N"
"6804"	"STX1A"	"6844"	"VAMP2"
"2885"	"GRB2"	"7456"	"WIPF1"
"3930"	"LBR"	"23468"	"CBX5"
"1943"	"EFNA2"	"2043"	"EPHA4"
"1386"	"ATF2"	"7528"	"YY1"
"6558"	"SLC12A2"	"150684"	"COMMD1"
"9092"	"SART1"	"9129"	"PRPF3"
"958"	"CD40"	"7187"	"TRAF3"
"1029"	"CDKN2A"	"4691"	"NCL"
"1912"	"PHC2"	"7867"	"MAPKAPK3"
"9156"	"EXO1"	"10971"	"YWHAQ"
"2690"	"GHR"	"5780"	"PTPN9"
"571"	"BACH1"	"4097"	"MAFG"
"5328"	"PLAU"	"5329"	"PLAUR"
"1937"	"EEF1G"	"11178"	"LZTS1"
"7157"	"TP53"	"10987"	"COPS5"
"55617"	"TASP1"	"55617"	"TASP1"
"7494"	"XBP1"	"7494"	"XBP1"
"23559"	"WBP1"	"51741"	"WWOX"
"1602"	"DACH1"	"3725"	"JUN"
"1605"	"DAG1"	"7846"	"TUBA1A"
"5970"	"RELA"	"64320"	"RNF25"
"84329"	"HVCN1"	"84329"	"HVCN1"
"6616"	"SNAP25"	"6844"	"VAMP2"
"6256"	"RXRA"	"10062"	"NR1H3"
"10238"	"DCAF7"	"23400"	"ATP13A2"
"6929"	"TCF3"	"23582"	"CCNDBP1"
"369"	"ARAF"	"5605"	"MAP2K2"
"6717"	"SRI"	"6774"	"STAT3"
"6633"	"SNRPD2"	"6635"	"SNRPE"
"7150"	"TOP1"	"55643"	"BTBD2"
"4171"	"MCM2"	"55388"	"MCM10"
"5196"	"PF4"	"5196"	"PF4"
"7015"	"TERT"	"10971"	"YWHAQ"
"6628"	"SNRPB"	"6634"	"SNRPD3"
"3550"	"IK"	"79753"	"SNIP1"
"3064"	"HTT"	"11153"	"FICD"
"1432"	"MAPK14"	"1956"	"EGFR"
"1869"	"E2F1"	"55837"	"EAPP"
"1642"	"DDB1"	"81620"	"CDT1"
"60"	"ACTB"	"5216"	"PFN1"
"1387"	"CREBBP"	"8202"	"NCOA3"
"8470"	"SORBS2"	"8867"	"SYNJ1"
"5335"	"PLCG1"	"8853"	"ASAP2"
"3981"	"LIG4"	"10945"	"KDELR1"
"3805"	"KIR2DL4"	"54476"	"RNF216"
"3643"	"INSR"	"9021"	"SOCS3"
"6945"	"MLX"	"22877"	"MLXIP"
"3398"	"ID2"	"4618"	"MYF6"
"409"	"ARRB2"	"5724"	"PTAFR"
"229"	"ALDOB"	"582"	"BBS1"
"1871"	"E2F3"	"4605"	"MYBL2"
"3725"	"JUN"	"9586"	"CREB5"
"6748"	"SSR4"	"23072"	"HECW1"
"5900"	"RALGDS"	"5906"	"RAP1A"
"1107"	"CHD3"	"28964"	"GIT1"
"4314"	"MMP3"	"4314"	"MMP3"
"1814"	"DRD3"	"54102"	"CLIC6"
"6431"	"SRSF6"	"140890"	"SREK1"
"5683"	"PSMA2"	"5699"	"PSMB10"
"10989"	"IMMT"	"27185"	"DISC1"
"6670"	"SP3"	"8554"	"PIAS1"
"10497"	"UNC13B"	"112755"	"STX1B"
"1639"	"DCTN1"	"26234"	"FBXL5"
"1969"	"EPHA2"	"3326"	"HSP90AB1"
"2100"	"ESR2"	"2100"	"ESR2"
"1490"	"CTGF"	"2335"	"FN1"
"8445"	"DYRK2"	"8798"	"DYRK4"
"6778"	"STAT6"	"6778"	"STAT6"
"7329"	"UBE2I"	"8553"	"BHLHE40"
"9261"	"MAPKAPK2"	"9261"	"MAPKAPK2"
"8099"	"CDK2AP1"	"10263"	"CDK2AP2"
"975"	"CD81"	"975"	"CD81"
"1130"	"LYST"	"1460"	"CSNK2B"
"55914"	"ERBB2IP"	"55914"	"ERBB2IP"
"5530"	"PPP3CA"	"51778"	"MYOZ2"
"4835"	"NQO2"	"4835"	"NQO2"
"4193"	"MDM2"	"6271"	"S100A1"
"4615"	"MYD88"	"7295"	"TXN"
"11315"	"PARK7"	"64800"	"EFCAB6"
"1948"	"EFNB2"	"2043"	"EPHA4"
"8452"	"CUL3"	"51088"	"KLHL5"
"10594"	"PRPF8"	"27339"	"PRPF19"
"1029"	"CDKN2A"	"5500"	"PPP1CB"
"55611"	"OTUB1"	"79589"	"RNF128"
"51614"	"ERGIC3"	"57222"	"ERGIC1"
"4841"	"NONO"	"6421"	"SFPQ"
"8440"	"NCK2"	"58480"	"RHOU"
"5147"	"PDE6D"	"5872"	"RAB13"
"4987"	"OPRL1"	"5368"	"PNOC"
"196"	"AHR"	"2033"	"EP300"
"9212"	"AURKB"	"55143"	"CDCA8"
"3689"	"ITGB2"	"5962"	"RDX"
"2099"	"ESR1"	"9584"	"RBM39"
"3480"	"IGF1R"	"7531"	"YWHAE"
"7068"	"THRB"	"9612"	"NCOR2"
"51510"	"CHMP5"	"51534"	"VTA1"
"286"	"ANK1"	"6710"	"SPTB"
"6473"	"SHOX"	"6660"	"SOX5"
"3326"	"HSP90AB1"	"4145"	"MATK"
"3480"	"IGF1R"	"8660"	"IRS2"
"580"	"BARD1"	"3964"	"LGALS8"
"2162"	"F13A1"	"3315"	"HSPB1"
"7225"	"TRPC6"	"7225"	"TRPC6"
"10912"	"GADD45G"	"57562"	"KIAA1377"
"302"	"ANXA2"	"5245"	"PHB"
"8601"	"RGS20"	"11075"	"STMN2"
"1948"	"EFNB2"	"8440"	"NCK2"
"7181"	"NR2C1"	"7182"	"NR2C2"
"10096"	"ACTR3"	"10097"	"ACTR2"
"8874"	"ARHGEF7"	"23513"	"SCRIB"
"6915"	"TBXA2R"	"23322"	"RPGRIP1L"
"2324"	"FLT4"	"7424"	"VEGFC"
"4223"	"MEOX2"	"9921"	"RNF10"
"10892"	"MALT1"	"79654"	"HECTD3"
"5062"	"PAK2"	"8874"	"ARHGEF7"
"3064"	"HTT"	"9001"	"HAP1"
"5156"	"PDGFRA"	"5156"	"PDGFRA"
"4536"	"ND2"	"6714"	"SRC"
"1956"	"EGFR"	"23624"	"CBLC"
"2672"	"GFI1"	"10036"	"CHAF1A"
"10133"	"OPTN"	"23710"	"GABARAPL1"
"10616"	"RBCK1"	"55072"	"RNF31"
"7727"	"ZNF174"	"7727"	"ZNF174"
"10040"	"TOM1L1"	"54472"	"TOLLIP"
"7290"	"HIRA"	"85236"	"HIST1H2BK"
"7323"	"UBE2D3"	"51127"	"TRIM17"
"4690"	"NCK1"	"30837"	"SOCS7"
"4176"	"MCM7"	"23595"	"ORC3"
"3655"	"ITGA6"	"10755"	"GIPC1"
"351"	"APP"	"10211"	"FLOT1"
"7182"	"NR2C2"	"126382"	"NR2C2AP"
"3600"	"IL15"	"3601"	"IL15RA"
"6478"	"SIAH2"	"8554"	"PIAS1"
"3198"	"HOXA1"	"222484"	"LNX2"
"3156"	"HMGCR"	"3156"	"HMGCR"
"7132"	"TNFRSF1A"	"8717"	"TRADD"
"23673"	"STX12"	"26258"	"BLOC1S6"
"2036"	"EPB41L1"	"3708"	"ITPR1"
"2099"	"ESR1"	"10904"	"BLCAP"
"3090"	"HIC1"	"26147"	"PHF19"
"22818"	"COPZ1"	"22820"	"COPG1"
"10155"	"TRIM28"	"23468"	"CBX5"
"2107"	"ETF1"	"5515"	"PPP2CA"
"5111"	"PCNA"	"5423"	"POLB"
"1642"	"DDB1"	"6772"	"STAT1"
"10256"	"CNKSR1"	"11186"	"RASSF1"
"5430"	"POLR2A"	"7625"	"ZNF74"
"27"	"ABL2"	"8470"	"SORBS2"
"23404"	"EXOSC2"	"54512"	"EXOSC4"
